,count
无所谓，一票否决,1
简单点:小日子没有脸的,1
这水有问题还排海？没问题为什么要排海？为什么不自己喝了,1
真的是不要脸到家了！,1
岸田文雄进医院了，是真的假的？,1
韩国民众也反对啊,1
日本人就应该自己把核污水都喝完！！！,1
美国也禁了,1
韩国人：6,1
尊重科学！,1
东亚的孤儿不是浪得虚名的,1
老子当年在高丽街1打16的时候就是你小子给他们造的军火吧！,1
大毛：唯一？？？,1
应该枪毙排核污水的日本人,1
小日子是地外入侵物种，不是人类,1
请加大禁止进口小日子商品的范围,1
排比句，小日子,1
委屈死了！！！日寇阴毒天必不容之！！其罪当诛！！,1
禁止日本海鲜进口就是行动。,1
没危害，那你们班的课啊，三天都喝完了一下呗。,1
直接说谁不反对谁买好了,1
就是侵犯人类健康权、发展权、环境权的罪人！,1
骗子提供的数据,1
美国：你报我身份证好了。,1
还有六成没有表示反对。是因为还没有变异吗？,1
美国：你直接点名就行，反正小日子也不敢说我,1
众所周知，日本自己不是一个国家，日本人不属于日本,1
日本也是唯一遭受过核打击的国家,1
韩国：你报我身份证得了,1
我们发言人太不容易了，我听着小日子说这话，真的想送走他们,1
海产品卖给美国啊，日本的主子应该优先想用,1
4000人在吗,1
无敌的姓氏，无奈的现实,1
五十分钟？,1
这下听懂了,1
历史会给出最后的答案,1
可不可以理解成米多了加水浓度自然降低,1
这里很危险吧,1
所以为什么他们不能去做饮用水呢？我记得他们应该很缺水吧！,1
排到海洋，以前做过哟,1
一无良知二无智慧,1
有啊,1
4000同时观看,1
怎么不配给日本行政机关饮用？,1
我们中国人，自己的拍摄手法挺好的,1
翻译：我们考虑了很多安全的处理方法，最终我们决定排到海里,1
《一千多种》,1
严重怀疑直接换成了饮用水,1
活不成了，写封遗书吧，已经排了几天了,1
传统技能经常撒谎。谁还记得日本有企业产品不合格谎报的先例,1
人算不如天算,1
自说自话，有可能作假啊，应该交给第三方检测的,1
俩月能搞四十分之二其实还行吧，为啥不一点点慢慢搞,1
总量不变，就是稀释了个寂寞,1
浓度很低？那你们为啥要穿防护服？,1
这个记者厉害啊,1
浓度低但是量大啊,1
6 ,1
那你赶紧接到日本自来水站全国喝完它,1
造假传统,1
《科学》《独立》的东电,1
他们自己都不敢喝，,1
附带的经济损失都不算的,1
相由心生啊,1
死皮赖脸,1
你又在说些什么玩意？!,1
固化填埋应该是影响最小的,1
日本政府极度自私,1
变异人崛起，超能诞生，世界终结,1
以前已经做过了？,1
在默默的看,1
核素不是根据元素表里来的么,1
放出来样本让全世界查呗，不敢不就证明有问题了,1
日本是个海岛国，却污染和破坏了海洋，终究会自食其果,1
人类历史上最大的核电事故,1
给人的感觉就是不确定的口气,1
剧毒物质极少也会致命吧……这解释说不通啊,1
感觉眼神很不自信在躲闪啊,1
100倍，哈哈哈哈哈哈哈,1
殳读作书,1
良知在前，记住要考,1
居然已经十二年了,1
为啥满头大汗呢？很热吗?,1
为什么没人弹幕,1
原来有人看,1
地震多的地方还要搞核电站就是找死,1
国外很多人都还不知道这件事,1
这岸田说的什么p话，要大家信一个失信者的再一次承诺？,1
但这个滤芯已经TM两年没换了,1
20分钟前的，热热能吃,1
祖传PPT模板，，日本也用，哈哈哈哈哈哈,1
过滤是固液分离啊,1
没良知，无智慧,1
用海水稀释然后排到海里,1
原设计在25M高悬崖上的，结果一切再切低于15M，谁想海啸正好15M，呵呵,1
好人,1
又没良知，还没智慧。,1
一个核弹能解决的事情，搞这么复杂,1
过滤，日本人以为是除杂质是吧,1
肯定有人看的,1
你看看你在说什么？!,1
保护。 说了真话后会不会被消失啊？,1
五级托到七级  天才,1
时长惊人,1
如果你说的是事实，那你的眼神不要躲闪啊，呵呵,1
小日子你学学人家苏联啊 人家怎么解决你怎么解决的 真敢啊,1
基本饮用水? 麻烦喝一口。,1
就是有办法，但是不做,1
我…我不知道该说什么了。日本政府只说氚的含量正常，这不是明白着装瞎嘛,1
日本居民也是tmd倒霉,1
日本仔自己的科学家都说有问题，日本政府还要排海,1
苏大教授,1
日本政府谎话连篇,1
别忘了富集效应，最终还是会到人体的,1
只是换了个名字,1
稀释？不还一样吗,1
韩国：啊？我不是国家？,1
那到底中国是不是唯一反对的？太平洋岛国那几个不闹了？,1
说得对极了,1
《寄翔物》,1
狗岸田,1
家里日本东西都换一遍,1
日本那群右翼已经在巴西找好退路了 所以懒得管这边死活,1
我看到好多国家反对，比如斐济，但在日本眼里这些都不算国家,1
可以他们听不懂中国话,1
感觉能听出他的气愤,1
说得好说得好！,1
就想知道啥时候扔氢弹,1
我们就反对怎么了？你们小日子还踏马有脸说?!!,1
俄宣布，如果检测不合格，将武力干预！,1
笑死，直接怼,1
中国人都听出来了话中话,1
美国：你报我名字得了,1
坚持反对日本排海！支持中国！！,1
@美国,1
要求？？？你全哪根葱！！！血压上来了。。。,1
翻译:日本别把太平洋当自己家，谢谢,1
尊重科学搞笑,1
才4层？剩下的6层人是不怕吗？,1
维护人类健康,1
相信科学，但不相信日本。,1
必须提出索赔！！,1
鹰酱:你干脆指着我的头说吧,1
韩国抵制了个锤子，那是韩国民众抵制,1
太平洋岛国也反对，奈何弱国没声量,1
尹锡悦：我确实不反对啦,1
美国：勿cue,1
边排脏东西边装可怜，日政还玩骚的,1
因为“先进液体处理系统”。尊重科学是拿出数据，而不是洗脑。,1
那又如何？反对日本还需要很多国家吗？中国足以！,1
再次提醒，日本民间是普遍支持排海的，上次侵华也是民间普遍支持，反对的是极少极少数,1
东电如果是个负责任的公司事情不会发展到这一步东电提供的数据一个字都不能信,1
任正非说的要把寒意吹给每个人,1
排海事件  让我想到了  任正非说的要把寒意吹给每个人,1
大寒不是国家,1
真是,1
我们产业上已经能替代日本了，所以必须干它！,1
放射性元素：哇，日本桑好喜欢我们啊，嘿嘿嘿，海啸！我命令你，把我卷回日本！这样他们会很高兴的吧！哈哈哈哈我人还怪好咧～,1
臭不要脸了它,1
安全就直接内销好了，喝也好，洗也好,1
请重新定义“唯一”,1
只问一个问题:为什么不把这些水在日本国内消化掉？,1
一语双关啊,1
韩国不是国家？？？韩国人说，太欺负人了！,1
给它脸了,1
到位！,1
它们真是什么都做得出来，什么都有脸说得出来,1
保护共同的海洋，反对日本核污染水排海,1
《尊重科学》,1
《非常透明》,1
流氓逻辑,1
感觉汪同志已经很克制情绪了,1
必须反对日本的环境核战,1
检讨反省？接受审判！,1
大家点点赞 让更多人看到啊！,1
点美国呢哈哈哈哈哈哈哈,1
丑国：喵喵喵？,1
要精确控制的系统，用无反馈的开环控制就是在放屁,1
讲的好啊！,1
日本是唯一把核污水公然排海的国家！,1
阿美：你直接报我名得了,1
想抽烂小日子的嘴,1
用小日子军国主义的血染红全球的旗帜,1
日方说的鬼话,1
历史会站在正义的一边,1
说的棒,1
中国：鬼子太过分！其他国家不算个国家？,1
你自己不算国家是吧 哦也对 你二战之后就是太监了,1
从未见过如此厚颜无耻之人！他们不是人是鬼！,1
该用情绪的时候，就不要去理智。我认为日本这个变态残忍的国家该灭！！！,1
从未见过如此厚颜之岛！,1
不联合抵制，买单的就是我们普通人！再不觉醒，国之不国。,1
好的，加大力度全面禁止,1
薄纱,1
他们喜欢胖子和小男孩，让他美国爹再给发几个。,1
科学依据那个饮水哥最后怎么死状凄惨,1
日本政府BYL,1
日本像不像鬼灭里的上弦之肆半天狗憎珀天颠倒黑白，吃人还说别人欺负自己,1
那些＝美国,1
唯一负责任的大国好吧,1
阿美丽卡：说的就是我,1
日本也是够了,1
屁言论,1
无耻日本！,1
安全就自己喝！！,1
哈哈哈哈，,1
那我们很荣幸,1
日本鬼子哪还！是人,1
谁喜欢认谁吃去,1
其实对错和唯一不唯一一点关系没有。。。,1
美日不亡世界永不安全,1
安全为啥不自己留着用,1
反对不可以吗？鬼子,1
美国：你直接点我名字得了,1
美国：是谁啊,1
美国：报我身份证得了,1
就好像犯罪者在自证清白，罔顾事实,1
风之谷再现,1
帅我一脸,1
日本这么不要脸的国家，日本侵华永不忘记,1
谁支持排放就运一些回去排放到自己国家的地盘,1
安全的话就不能排放到天皇皇居的护城河里呢,1
确实只有中国，其他都听美国的,1
反正今后不会吃海产品，等过几年全球都污染了，那时候就没忌口了,1
韩国：6，直接无视是吧,1
唯一反对被重视的国家,1
把蛋花湯當煮雞蛋的水，只有日本人乾的出來,1
小日子日常不做人,1
日本核污水排海可以直接定义为对别国发动核袭击,1
日本本土都有一堆反对者了,1
说的好!,1
就算唯一又怎么样？！,1
所以还有哪个国家政府反对,1
？？？？缺乏依据？,1
汪司讲得好！,1
来颗大伊万就老实了,1
日本国内有高达,1
都不用等过多久，核污染水的危害一定会表现出来的，都不需要特别证明,1
直接灭了它吧,1
听得出汪哥很愤怒,1
干了害人的事还敢贴脸蹦跶？,1
点丑国呢,1
跳出自证,1
有理有据，掷地有声,1
日本人污染全人类的海洋，凭啥跳出来指责别人？你可以污染，我不可以反对，脸咋那么大呢？,1
太平洋岛国不是国?斐济菲律宾不是国?韩国民众也反对啊，这时候就说只有中国了?,1
百姓不买进口来干嘛？,1
日本真好意思舔着脸,1
美国:正是在下,1
感冒了吗,1
阿三居然还敢进口流弊,1
满分薄纱,1
md有病谁以后敢吃海鲜我直接跪,1
韩国？,1
气鼓鼓~,1
消灭日本保卫地球,1
建议日本把核污水送到靖国神厕供奉。,1
强烈要求天道惩罚邪恶日本，沉没日本列岛。,1
中方撤销无效，也无需撤销，符合实际标准，做法正确,1
日方说的虚假不真实，不符合实际标准,1
应该说中国是为数不多甚至唯一的敢正面硬刚日本和美国的,1
中肯的，一针见血的,1
自己国家的民众都抵制,1
美国：你点我名算了,1
日本这个名族骨子就是牲口属性,1
韩国政府没反对，日本海鲜照常吃,1
这是我们的内政，,1
那些反对的国家除了中国都不算国家了？这话真应该给全世界听听,1
饮稀悦：我肯定赞成呀！,1
日本还是特么的那个日本   早晚淦死它,1
美国：你点我名得了。,1
感受到汪文斌的愤怒。,1
真的是脸都不要了,1
唉，能早一点阻止，就早一点阻止吧，减少一点海洋核污染,1
它要省钱，咱们就让它亏的更多,1
小国哪敢啊，屁都不敢放,1
这是科学被日本污名化最厉害的一次,1
笑死，小日子自己人都有反对的，被某些人无视了而已……,1
尹锡悦反对了么？,1
阿美哈哈哈,1
日本这肮脏东西,1
直接点名说出是谁！不然它们还装,1
日本政府真无耻,1
美国：你再骂？,1
网上有人说日方排海是为了掩饰海底核试验,1
是的，永远支持国家,1
霉国,1
妈耶,1
受苦的永远是平民百姓,1
《䯎兢》,1
水资源战争,1
这种措施能防得住水循环？,1
海关不是已经出手了吗？,1
措施呢！,1
笑话！,1
和小鬼子踏踏开！,1
《第六次生物大灭绝》,1
杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！杀死日本狗！保卫全人类！,1
就禁水产品有吊用,1
必要措施就是无关痛痒的措施,1
你只会说，不会做,1
最好能有大动作,1
能采取啥措施？,1
措施呢？只会打嘴炮？,1
已经开始排了呀,1
美国狗和日本狗约好的,1
日本人一直没有变，先辈用刀杀人，后辈用辐杀人。,1
其他国家你们都死了吗？,1
推荐物理超度,1
说说说，有本事拿核弹轰它呀,1
我宣布，第五次忍界大战现在开始,1
拭目以待是吧,1
严厉谴责的措施是吧,1
理解伊文斯了,1
必要措施是什么，打打嘴炮么,1
炸了它,1
我笑了,1
乐麻了,1
措施有一大堆可以学法国和苏联，就是要花钱,1
25号08:33,1
准备加入合订本,1
你们都守护了些什么,1
这么好的借口，不打它说不过去了,1
日本：一个将死之人 历史责任 负罪感 瓦达西大霉呦,1
岸田文雄：啥？排海要快，好嘞 马上,1
对面苏美霸权强力出击，面对世界环境威胁口头攻击经济制裁吗？,1
谴责！！,1
希望快点做出措施,1
必须保护海洋！！！,1
25号5点34了！！！,1
支持物理干预,1
所以呢，措施呢,1
永远都是谴责和反对！！,1
屁用没有,1
乐，拭目以待,1
赶紧采取！,1
日本人都该死,1
什么是必要措施,1
什么叫必要措施？,1
哈哈哈哈哈反对了,1
我们会才去强烈谴责的措施来应对此次和废水事件,1
直接把日本变成核地吧  全世界投票  日本人全部移民,1
它们会承担历史责任的！,1
25号凌晨0：14,1
已经是灾难了,1
怎么可能沟通啊？说这些有啥用？,1
与其谴责不如直接投放东风,1
经济制裁不行吗？非得打过去？我还心疼我家人民军队呢,1
直接灭了，这种种族留在世上就是个祸害。,1
只是说说而已吗？,1
看弹幕真有趣，不知道哪里来的人,1
美国让一个小小的日本换掉了中国,1
MD干它个XXX的就完了,1
氢弹干它吧，受不了了,1
什么措施呢,1
除了会说这些废话，屁本事没有,1
只会吹个牛，软弱无能,1
必要措施就是表面说说而已,1
希望能够说到做到不要光说不做,1
别嘴炮，氢弹先甩10个过去,1
现在已经是25号了......,1
今天已经排了，措施呢,1
这岛可以沉了，自己下去喝云,1
老胡已经准备好了要把排水口堵住,1
日本  你们能说死我  那你们就说吧,1
眼睛都快试烂了,1
所谓的必要措施就是指不进口日本海产？,1
除了谴责会干嘛,1
晚上11点了 还是,1
拭目以待…,1
说这些有什么用？,1
有什么措施啊 在线等 明天还要上班吗,1
一套一套的,1
笑拉了，我谴责死你,1
老3样，听够了，来点实际的好么。哎。打嘴炮，你是最能的,1
十几年了还不明,1
嘴上说说，什么都不做,1
继续排，我看三个台风到了以后你还咋办,1
24号凌晨了，我睡不着,1
特别军事行动！,1
“起初，没有人在意这场灾难……”,1
保护海洋！就是保护地球生物！就是保护地球人类的健康！！,1
快要回归了,1
水没什么问题的话不会留着自己喝,1
已经开排了！！！我们是时候行动了！！！,1
说的真好听，给个赞,1
啥措施？,1
哈哈哈，笑不活了,1
已经排了几天了，一点动静没有，,1
你能拿我怎么样 辣鸡,1
强烈建议对日启动氢弹打击,1
自己天天叫唤要打，这机会来了开始要维护和平。,1
以为在家呢做老大呢，在外面就排了能怎么的。,1
倒了,1
你反对能咋的已经排了,1
这是觉得地区OL更新的太慢了是吧,1
曰,1
这是觉得地球OL更新的太慢了是吧,1
都是生意，这里面能贪多少都不知道了。,1
太平洋有多少吨水来着初中好像学来 忘了,1
没有金刚钻别揽瓷器活,1
以后也会更高,1
4000亿元？无价！,1
请求快进到日本往过,1
所以以后更没人管了,1
就没人管么,1
雨水会不会受影响,1
报废核电站还是报废全人类啊？！！！,1
丧心病狂霓虹,1
让日本人自己一个星球好不好？,1
让他排死自己的水产和旅游业把,1
三分钟，还热乎,1
抵制东京电力,1
日本为什么不消失啊,1
很多地方都在下雨，这是海洋的哭泣,1
免得百拳来啊,1
支持3战别在那维护和平了伪君子快点打吧,1
强烈啥了？,1
我们这次边超市疯狂屯盐,1
中国有派人去考察喵,1
干点实事吧,1
就只会谴责？,1
赶紧采取措施啊光说不干,1
美国支持日本,1
地球可以失去一个小岛，但不能失去整片海洋,1
全世界都知道嘴炮,1
国内一堆日本公司，有能耐就搞他们,1
地震跟海啸也不是人为的,1
嘴炮措施,1
虱子多了不怕痒，日本做过的坏事太多了，都不在乎了,1
25号了,1
拭目以待拭目以待,1
什么措施？耍嘴皮子？,1
已经排了措施呢请问,1
咱怎么可能阻止，必要措施指的是维护自身，管制水产品好吗,1
请求速度拿出应对措施,1
干他干他干他,1
我们这边超市食盐卖断货了！！,1
给个准头,1
现在该行动了,1
光阐述立场有屁用啊,1
奉劝阁下一句，识时务者为俊杰,1
都恬不知耻到这地步了担责任它就是一副你看不惯我又不知道能灭了我的姿态,1
所有字词句都是苍白无力的,1
对小日子客气啥直接抹了去,1
海洋大面积的存在是有它的理由的它是人类得以生存发展的垫基所有陆地的淡水都由海洋转化,1
爽了,1
措施在哪,1
又要拭目以待了?,1
每次都是打嘴炮,1
为啥不采取行动啊，别光哟g,1
为啥 ucai,1
为啥感觉每次都是嘴上说说,1
都开始排了，措施在哪,1
哎，别再让大家失望了，可不能和马克龙学啊。。。,1
日方说处理水 中方说污染水 啧啧,1
要我说中美俄三方底下商量好日本怎么没的就行，英法都不用管，就他们的兵力，按着他们打都没问题。,1
拭目以待。强力谴责,1
来点实际行动行不,1
晚10点了,1
所以措施是什么,1
支持俄方的氢弹处理,1
18：67,1
这行为就是公然的反人类,1
废话连篇,1
是该搞一搞日本了，这个国家真是十足的辣鸡毒瘤,1
看的都烦,1
《严 正 立 场》,1
这是挑衅，直接屯兵要求赔偿。,1
环保少女哪去了？,1
采取了啥,1
我支持国家以维持国家安全为名 出兵,1
你倒是来啊,1
直接毁灭吧,1
我支持国家以维护国家安全为名出兵,1
"“起初,没有人在意这一场灾难,这不过是一场山火、一次旱灾,一个物种的灭绝、一座城市的消失,直到这场灾难和每个人息息相关。”——《 流浪地球》",1
谴责有啥用,1
地球笑了，人类随便作。大不了换个物种！,1
反对，反对,1
谴责，拭目以待，反对,1
我听累了 看累了，能不能阻止给个准话呀,1
已经在排了啊,1
老招式，除了口头道德谴责还会干啥？,1
送颗核弹，奖励一下他,1
与其被慢性毒死  还不如直接开始世界大战,1
已经七点半了。。。。,1
日本能承担个屁的责任,1
开玩笑啊,1
哭吧,1
交涉，立场，有个屁用！,1
措施呢？那拿出来啊,1
又有措施了？谴责还是回旋？,1
我宁愿死在对日战场上也不愿意被辐射慢慢折磨,1
抓紧时间，以最快速度钳住日本的手腕,1
到底采取什么措施应对呢？,1
锤锈夫,1
说嘴炮的我们还能做啥，打到日本去？,1
不扔个氢弹过去？,1
继续谴责吧,1
光会动嘴,1
19：01,1
说这么多 实际做了什么,1
严重关切,1
语气里掩盖不住的愤怒,1
必要措施是能随便说的？有没有脑子,1
有个德用已经排了,1
自己喝了吧，喝水多是一件美逝,1
能采取啥措施 尼玛扔个核弹过去,1
每天25号我生日啊别搞,1
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋,1
很蓝的啦，已经结束嘞,1
可以打他吗,1
岸田文雄就不怕自己没台阶下吗,1
六点喽！,1
什么措施,1
我就看你那个必要措施能不能把这事彻底解决,1
干！,1
日本这个国家就不该在地球上存在,1
交涉有啥用啊？,1
世环卫组织干嘛去了？,1
措施是什么？,1
24号17:47,1
一切好像都不是盖的……,1
虽远必诛是吧,1
永远都是嘴炮第一名、,1
最终还是人类把自己玩死了吗,1
已经排了。啥措施？,1
能不能搞点有用的，这大道理用得着在这上面说吗？他自己不知道吗？,1
必要措施就是没有必要措施,1
好强烈啊,1
措施,1
如果日本还不听劝，灭了这自私恶毒邻国,1
以后人类连喝水都困难了,1
一个国家都这么没力量，我们还要什么后代，完全没保障,1
6:23,1
8月24号6:22,1
毁灭你与你何干？,1
最必要的一集,1
24号下午18时整。不但排了，还直接运到家门口排的。拭目以待！,1
三战导火索（）,1
慕尼黑,1
有什么用，还是排了,1
《将采取》,1
国际社会！！！！！  哎！！！！,1
从此告别海鲜！,1
措施在哪呢？,1
看看，听听，走走,1
我们已经处在核污染的环境了 都要感谢日本,1
造孽啊  海洋渔业将造重创 谁还敢食用海产品,1
已收藏,1
真的，光是谴责也没有什么用，国家来点实际的啊,1
已经倒了能拿他怎么样1,1
20：44,1
早TM偷排几年了,1
美国说地球人类太多了，中国人太多了,1
覆水难收！这，，，悲哀时代已经来临！,1
准备全球灭亡变异吧。,1
日本自私,1
它理你了嘛？,1
俄罗斯：没有是1颗氢弹不能解决的问题，要是有 那就再来一颗,1
责任？你要不要看看你在说什么？现在都几点了？,1
中国受难之日，我英语六级通过之时,1
真的，日本是有病，当初应该把他们国家灭亡,1
日本这个国家就不应该在地球上出现,1
表示强力谴责,1
关键词“召见”,1
期待后续,1
必要措施：严厉谴责,1
强烈谴责一下吧,1
严正立场 拭目以待 全剧终,1
宁要战争，不要污染！,1
去掉如果,1
光交涉没用啊,1
统一统一小日子,1
快点行动吧！,1
问题是什么措施,1
送个快递呀,1
拭目以待！！！！,1
只要与海有关系，都得倒霉,1
今天已经拍完了，然后呢什么行动,1
可是人家已经排啦,1
人家已经放了，你的措施呢？能耐呢，只会窝里横的一群东西,1
闪击日本！！,1
每天都是这些话啊,1
人家无视谴责……怎么办？,1
宁要战争，不用污染！！,1
宁要战争，不要污染！！,1
宁要战争，不用污染！宁要战争，不用污染！宁要战争，不用污染！,1
鉴b 友:噗哈哈嗝,1
你不希望有个吊用，采取措施啊,1
不是也已经放了吗,1
让我们——拭目以待,1
真不是人,1
真的服了！！！,1
这么快忘记了 上一次的 拭目以待么/,1
已经排了，强烈谴责,1
只会说，不会做，垃圾,1
拭目以待，看看到底用什么措施,1
必要措施在哪,1
快八点了....,1
都是坚决采取必要措施，到现在都没个屁的实际动作,1
酸菜,1
拔日本 沉嗨吧,1
不是已经排了？措施是啥呢,1
军事行动吧,1
7：53,1
人类都没了，还有什么历史,1
那些对措施提出疑问的，你没资格在这里叫,1
已经排了，措施呢？,1
眼珠子快磨平了,1
没啥用，别人都不鸟你～～,1
冲！,1
但是他已经排了,1
说有用的话要武器干嘛,1
恶心的民族,1
有好的和污染水处理方案不用哪有什么私利就是损人不利己，典型就是我小日子好不了大家也都别想好,1
必要措施:开直播,1
说了又感觉什么都没说,1
各位别把攻击对象搞错了，别中了敌对分子的圈套，反人类的是小日子右翼,1
小日子的很多观念真的很奇葩，他们有很多格局观都很反现代文明有很多列子不胜枚举的，更不可思议本身一个多数青年社死老龄岛国人口出生率还低出历史新高基本可叛为断子，这么一搞绝孙的可能都有，岛国赖以生存水产业,1
无用,1
我重生了,1
可是已经排完了,1
我们开玩笑的,1
必要措施只是动动嘴+日水产品禁令而已，还能怎么样,1
没猜错的话，措施应该就是谴责吧？,1
还有欧洲,1
一颗氢弹过去解决所有问题，让他们自己先躲好,1
等下阿古茹出来反击了，byd,1
都排了还拭目以待呢。。,1
看了太难过了，很愤怒！很无助！,1
强烈反对日本对全球的核攻击 强烈厌恶对全球卫生安全的蔑视,1
世界上可以没有日本，但不能没有海洋。让日本消失吧。,1
这是拉全世界陪葬,1
东电还需要承担核污染除污费用，以及核事故相关赔偿，我是不是可以要求东电赔偿啊,1
此外，东电还需要承担核污染除污费用，以及核事故相关赔偿。我是不是可以要求东电赔偿啊,1
没有人管管吗,1
怎么还不被天收？已经1000吨了，海洋生物要变异了,1
记得他不是要排百万吨吧,1
然后呢，小鬼子就排了，能怎么办嘛?,1
实在令人担忧,1
这么好的位置，上去点把火呀！,1
炸日本,1
毒毒毒毒,1
1000吨只是明面上的，之前偷偷排了多少已无从查证,1
中药给它停止出口,1
活该，早点倒闭,1
电力公司谈盈利，那百姓有得苦吃了,1
日本有玉碎文化，自己死一定要拉个垫背的,1
就看以后日本怎么在地球村混,1
日本真的是畜生民族,1
要求核攻击日本！！,1
水循环，全球都逃不掉，,1
东电去死,1
其他邻国国家不管吗，任由他们这样搞吗,1
不赚钱可以卖给李嘉诚,1
日本人民选举出来的，别说日本人民无罪的话了,1
不管就别造核电站,1
这个世界可以少一个岛，但是这个世界不能没有海洋,1
人类怎么办,1
地球怎么办,1
海洋怎么办,1
我靠  小日子这么猛,1
这种害人害己的事，也就它们能做出来,1
禁止对日燃料出口,1
快把日本沉了吧！什么时候能发布通知日本撤侨,1
有什么用？人家听你的？,1
排放核污染水的行为太让人生气了！做这种行为的人就应该付出代价！付出惨烈的代价！,1
氢弹呢？救一下救一下。,1
别说到时候一起躺板板吧，再怎么反对都没用。,1
日本就是一个狗民族,1
坚决抵制！发起战争！,1
工匠精神呢,1
水循环这一点特别关键，海水会变成雨水落到内陆，导致基本上海洋被污染之后，你无论怎样都会被影响,1
日本真的骨子里的卑鄙,1
不是又想扔海里吧？,1
还是电网牛逼,1
海麻了3333,1
这不是钱的问题,1
民生企业还敢说盈利,1
反人类！地球之癌,1
日本应该在地球上消失,1
氚属于是超重水了,1
啊啊啊啊啊一群出生！！！！,1
把日本干掉吧,1
氚属于重水了,1
哪位英雄枪男快让岸田文雄变成第二个安倍晋三,1
复活吧我的小富富！！！,1
贪一半，“使用”一半,1
赶紧死吧，小日子,1
复活吧我的小富富！！！！,1
去日本炸东电,1
亏损好，谁叫它干这种危害所有生物的事,1
日本政府不兜底，东电就自己想办法了,1
他拿什么赔给全世界？,1
人类罪犯,1
8万亿里 贪污了7万9000亿,1
我可不想海洋受到污染,1
直接倒闭算了！,1
早挺早好，不要绝望​,1
这海都黑了,1
以后给你亏烂。进口全给他断了,1
所以都这样了也不给鬼子扔qing弹？,1
苟日本,1
日本政府尸位素餐,1
说不会，你会放心吗？,1
核污水非常安全，不喝不是日本人，应该让日本天皇带头喝。,1
日子你疯了吗,1
雨水肯定会受影响，毕竟都是来自水分蒸发,1
再来一次？,1
唯有消灭日本，才能解救人类,1
小鬼子们该消失了,1
还没去看过海啊！,1
拒绝购买原产地和原料产地为日本的任何商品，不再去日本旅游，就是普通人能做的,1
《整理＋整顿》,1
地球完了，人类没有希望了,1
下届政府会鞠躬的,1
建议起诉日本,1
全世界起诉日本政府 要求赔偿海洋损失 海洋是全世界人民的 不是日本电力公司的,1
福岛核污水源头现在依然没有解决，日本自己都不知道核反应堆芯是什么情况，源头不解决会有源源不断的核污水！这是针对全人类的核恐怖打击！所以所谓的30年，可能远远不止，现在开始发声也不算晚，大家团结起来！,1
重启核电，算了吧，地球着不住,1
富士山解决他们,1
畜生国家,1
敌方水晶,1
小日子不配为人,1
他们核污水都不埋地下！那残渣不也一样处理，图方便啊！你说他们会不会残渣真倒海里？,1
那核残渣他们怎么处理？不会又倒海里吧？,1
赔偿？花点钱买全世界所有生物的命？,1
你敢信上海还有人去日料店猛猛吃的,1
海洋是世界的 建议以后癌症患者都可以起诉日本,1
哪个说不会影响人类健康的，滚去小日子喝几杯矿泉水在回来说话！！,1
祸害全人类，自私自利小日子,1
早该完蛋了，没有担当！,1
一个没有担当的小日子，有必要存在吗，对没错，我激动了，但小日子你更过分,1
这就是个毒瘤，犯了错却不承担，让全世界来买单，真的就是小日子的本质！从古到今从未改变！,1
他们是想怪兽了   ,1
赶紧制裁小日子,1
指34亿日元,1
好气愤啊,1
态度不变，坚决抵制,1
抵制抵制抵制抵制,1
整个民族已经与整个人类社会都背道而驰,1
干掉日本,1
没事以后还会亏的更多,1
再多亏点多亏点，他们不是想省钱吗，亏死他们,1
保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保护海洋   保护海洋保,1
所以没人管了是吧，他赔多少难道还要我们来承担？,1
这个国家都是病态的,1
倒闭吧,1
寄！,1
海洋不需要谁保护，人才需要保护,1
别骂无辜的人民，骂日本高层那些畜牲,1
可怜的海鲜！,1
拉倒吧，你直接倒闭算了,1
以后我身体出什么毛病的话，我第一个去日本起诉！,1
活动在哪儿呢？,1
光说不练，制裁啊,1
w d f k,1
东电和日本政府能不能赶快死啊,1
话说靠海加老台风不能靠水力风力发电吗？,1
希望台风把核污水倒灌回去,1
欲使其亡...,1
抵制日本核污染水排海,1
但是世界不能没有海洋,1
自己造的孽，现在也得自己还完，结果还带着他人陪你一起是吧？,1
该涨电费了,1
向外国也多宣传，好多外国人都不知道！,1
他们有什么权利可以污染大海！,1
起诉日本危害全世界,1
日本人就那么几个可以选，你让他们选谁,1
日本是世界的祸害！美国也是,1
真有冰！,1
送个氢弹帮他们,1
倒闭,1
好崩溃,1
会受影响，但是不会影响人体健康,1
黑了,1
为什么不拿氢弹炸,1
刘璐,1
人类之癌日本,1
抵制日本核污水拍海,1
累了，毁灭吧。,1
卧槽卧槽卧槽卧槽,1
海洋里供氧的藻类植物受影响，地球上大部分氧气都没法供应了,1
唉 心疼死了,1
氢弹是最干净的手段,1
畜牲，当年就不该只扔两颗，给你们全炸平了就没这么多p事了,1
